[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status,in plane position,out plane position
3785244390.240000,0,1,172.617,157.122,36.514,3.106,1,1,300.000,300.000,43.360,100.000,2,90.047762,-21.979648
3785244420.240000,0,1,175.095,158.934,36.526,3.106,1,1,300.000,300.000,44.050,100.000,2,90.048030,-21.979648
3785244450.240000,0,1,177.591,160.753,36.538,3.107,1,1,300.000,300.000,44.770,100.000,2,90.048433,-21.979648
3785244480.240000,0,1,180.083,162.576,36.550,3.106,1,1,300.000,300.000,45.540,100.000,2,90.048970,-21.979648
3785244510.240000,0,1,182.570,164.400,36.560,3.107,1,1,300.000,300.000,46.080,100.000,2,90.048567,-21.979648
3785244540.240000,0,1,184.972,166.164,36.571,3.107,1,1,300.000,300.000,46.580,100.000,2,90.050044,-21.979648
3785244570.240000,0,1,187.464,167.990,36.582,3.107,1,1,300.000,300.000,47.500,100.000,2,90.050044,-21.979648
3785244600.240000,0,1,189.953,169.822,36.594,3.107,1,1,300.000,300.000,47.810,100.000,2,90.051252,-21.979648
3785244630.240000,0,1,192.441,171.662,36.607,3.108,1,1,300.000,300.000,48.670,100.000,2,90.051655,-21.979648
3785244660.240000,0,1,194.930,173.506,36.619,3.108,1,1,300.000,300.000,49.370,100.000,2,90.052057,-21.979648
3785244690.240000,0,1,197.417,175.350,36.632,3.108,1,1,300.000,300.000,50.000,100.000,2,90.051386,-21.979648
3785244720.240000,0,1,199.907,177.188,36.645,3.108,1,1,300.000,300.000,50.850,100.000,2,90.050312,-21.979648
3785244750.240000,0,1,202.315,178.968,36.658,3.107,1,1,300.000,300.000,51.410,100.000,2,90.051520,-21.979648
3785244780.240000,0,1,204.802,180.824,36.670,3.108,1,1,300.000,300.000,51.910,100.000,2,90.051789,-21.979648
3785244810.240000,0,1,207.287,182.695,36.680,3.109,1,1,300.000,300.000,52.630,100.000,2,90.052326,-21.979648
3785244840.240000,0,1,209.779,184.569,36.692,3.109,1,1,300.000,300.000,53.240,100.000,2,90.052863,-21.979648
3785244870.240000,0,1,212.272,186.145,36.704,3.109,1,1,300.000,300.000,53.970,100.000,2,90.052460,-21.979648
3785244900.240000,0,1,214.756,188.304,36.717,3.108,1,1,300.000,300.000,54.480,100.000,2,90.051655,-21.979648
3785244930.240000,0,1,217.245,190.178,36.729,3.108,1,1,300.000,300.000,55.290,100.000,2,90.051252,-21.979648
3785244960.240000,0,1,219.653,191.991,36.743,3.108,1,1,300.000,300.000,55.810,100.000,2,90.051789,-21.979648
3785244990.240000,0,1,222.132,193.883,36.756,3.109,1,1,300.000,300.000,56.330,100.000,2,90.053131,-21.979648
3785245020.240000,0,1,224.627,195.771,36.769,3.110,1,1,300.000,300.000,57.080,100.000,2,90.054071,-21.979648
3785245050.240000,0,1,227.122,197.660,36.781,3.110,1,1,300.000,300.000,57.600,100.000,2,90.053400,-21.979648
3785245080.240000,0,1,229.606,199.552,36.794,3.109,1,1,300.000,300.000,58.130,100.000,2,90.052863,-21.979648
3785245110.240000,0,1,232.094,201.457,36.807,3.110,1,1,300.000,300.000,58.820,100.000,2,90.051789,-21.979648
3785245140.240000,0,1,234.500,203.304,36.820,3.111,1,1,300.000,300.000,59.390,100.000,2,90.050849,-21.979648
3785245170.240000,0,1,236.989,205.218,36.834,3.110,1,1,300.000,300.000,60.080,100.000,2,90.048165,-21.979648
3785245200.240000,0,1,239.475,207.135,36.849,3.111,1,1,300.000,300.000,60.810,100.000,2,90.046554,-21.979648
3785245230.240000,0,1,241.969,209.051,36.863,3.111,1,1,300.000,300.000,61.280,100.000,2,90.044138,-21.979648
3785245260.240000,0,1,244.462,210.966,36.879,3.111,1,1,300.000,300.000,61.860,100.000,2,90.044272,-21.979648
3785245290.240000,0,1,246.941,212.886,36.893,3.111,1,1,300.000,300.000,62.410,100.000,2,90.044272,-21.979648
3785245320.240000,0,1,249.432,214.812,36.907,3.111,1,1,300.000,300.000,63.120,100.000,2,90.045346,-21.979648
3785245350.240000,0,1,251.843,216.680,36.921,3.111,1,1,300.000,300.000,63.390,100.000,2,90.044943,-21.979648
3785245380.240000,0,1,254.324,218.629,36.935,3.112,1,1,300.000,300.000,64.230,100.000,2,90.044406,-21.979648
3785245410.240000,0,1,256.812,220.568,36.951,3.112,1,1,300.000,300.000,64.860,100.000,2,90.044138,-21.979648
3785245440.240000,0,1,259.311,222.496,36.967,3.113,1,1,300.000,300.000,65.510,100.000,2,90.042661,-21.979648
3785245470.240000,0,1,261.796,224.423,36.983,3.112,1,1,300.000,300.000,65.750,100.000,2,90.042393,-21.979648
3785245500.240000,0,1,264.269,226.363,36.999,3.112,1,1,300.000,300.000,66.430,100.000,2,90.038903,-21.979648
3785245530.240000,0,1,266.757,228.317,37.015,3.114,1,1,300.000,300.000,67.120,100.000,2,90.037695,-21.979648
3785245560.240000,0,1,269.162,230.206,37.031,3.114,1,1,300.000,300.000,67.570,100.000,2,90.038500,-21.979648
3785245590.240000,0,1,271.637,232.157,37.046,3.114,1,1,300.000,300.000,67.980,100.000,2,90.039574,-21.979648
3785245620.240000,0,1,274.116,234.111,37.060,3.113,1,1,300.000,300.000,68.840,100.000,2,90.038903,0.000000
3785245650.240000,0,1,276.605,236.078,37.075,3.114,1,1,300.000,300.000,69.210,100.000,2,90.038098,-21.979648
3785245680.240000,0,1,279.086,238.056,37.091,3.113,1,1,300.000,300.000,69.750,100.000,2,90.037024,-21.979648
3785245710.240000,0,1,280.725,240.032,37.108,3.114,1,1,300.000,300.000,67.570,100.000,2,90.038500,-21.979648
3785245740.240000,0,1,283.711,241.879,37.123,3.114,1,1,300.000,300.000,85.750,100.000,2,90.037158,-21.979648
3785245770.240000,0,1,287.398,243.833,37.140,3.113,1,1,300.000,300.000,64.940,100.000,2,90.036084,-21.979648
3785245800.240000,0,1,288.555,245.850,37.158,3.114,1,1,300.000,300.000,61.320,100.000,2,90.035950,-21.979648
3785245830.240000,0,1,290.757,247.792,37.175,3.115,1,1,300.000,300.000,84.600,100.000,2,90.035547,-21.979648
3785245860.240000,0,1,294.634,249.730,37.190,3.116,1,1,300.000,300.000,75.980,100.000,2,90.033534,-21.979648
3785245890.240000,0,1,296.567,251.747,37.205,3.116,1,1,300.000,300.000,60.160,100.000,2,90.033265,-21.979648
3785245920.240000,0,1,298.033,253.723,37.222,3.116,1,1,300.000,300.000,80.540,100.000,2,90.032594,-21.979648
3785245950.240000,0,1,301.368,255.581,37.237,3.116,0,0,300.000,300.000,68.100,100.000,4,90.031789,-21.979648
3785245980.240000,0,1,301.060,257.538,37.254,3.115,0,0,300.000,300.000,19.100,100.000,4,90.032460,-21.979648
3785246010.240000,0,1,298.137,259.290,37.270,3.115,0,0,300.000,300.000,54.370,100.000,4,90.030447,-21.979648
3785246040.240000,0,1,300.332,260.741,37.285,3.114,0,0,300.000,300.000,74.300,100.000,4,90.029507,-21.979648
3785246070.240000,0,1,301.675,262.215,37.300,3.114,0,0,300.000,300.000,23.690,100.000,4,90.028836,-21.979648
3785246100.240000,0,1,298.684,263.651,37.315,3.114,0,0,300.000,300.000,34.600,100.000,4,90.028702,-21.979648
3785246130.240000,0,1,299.236,264.785,37.328,3.114,0,0,300.000,300.000,73.320,100.000,4,90.027762,-21.979648
3785246160.240000,0,1,301.776,265.932,37.341,3.115,0,0,300.000,300.000,36.250,100.000,4,90.027225,-21.979648
3785246190.240000,0,1,299.655,267.148,37.354,3.116,0,0,300.000,300.000,19.520,100.000,4,90.027359,-21.979648
3785246220.240000,0,1,298.598,268.164,37.367,3.115,0,0,300.000,300.000,63.470,100.000,4,90.026822,-21.979648
3785246250.240000,0,1,301.326,269.077,37.380,3.115,0,0,300.000,300.000,48.470,100.000,4,90.026822,-21.979648
3785246280.240000,0,1,300.552,270.098,37.394,3.116,0,0,300.000,300.000,14.050,100.000,4,90.026822,-21.979648
3785246310.240000,0,1,298.439,271.007,37.408,3.115,0,0,300.000,300.000,48.500,100.000,4,90.027494,-21.979648
3785246340.240000,0,1,300.456,271.736,37.421,3.114,0,0,300.000,300.000,58.320,100.000,4,90.027494,-21.979648
3785246370.240000,0,1,301.262,272.576,37.434,3.114,0,0,300.000,300.000,17.390,100.000,4,90.027628,-21.979648
3785246400.240000,0,1,298.809,273.414,37.447,3.114,0,0,300.000,300.000,31.020,100.000,4,90.026286,-21.979648
3785246430.240000,0,1,299.613,274.080,37.458,3.115,0,0,300.000,300.000,59.850,100.000,4,90.025480,-21.979648
3785246460.240000,0,1,301.454,274.778,37.470,3.115,0,0,300.000,300.000,26.140,100.000,4,90.024809,-21.979648
3785246490.240000,0,1,299.484,275.545,37.481,3.115,0,0,300.000,300.000,18.760,100.000,4,90.023601,-21.979648
3785246520.240000,0,1,298.988,276.169,37.493,3.116,0,0,300.000,300.000,54.340,100.000,4,90.022796,-21.979648
3785246550.240000,0,1,301.160,276.732,37.506,3.115,0,0,300.000,300.000,38.350,100.000,4,90.022527,-21.979648
3785246580.240000,0,1,300.325,277.420,37.518,3.116,0,0,300.000,300.000,12.390,100.000,4,90.022393,-21.979648
3785246610.240000,0,1,298.723,278.026,37.532,3.115,0,0,300.000,300.000,42.380,100.000,4,90.022259,-21.979648
3785246640.240000,0,1,300.555,278.528,37.545,3.116,0,0,300.000,300.000,46.620,100.000,4,90.022393,-21.979648
3785246670.240000,0,1,300.914,279.127,37.558,3.116,0,0,300.000,300.000,13.770,100.000,4,90.022124,-21.979648
3785246700.240000,0,1,298.924,279.715,37.570,3.116,0,0,300.000,300.000,29.360,100.000,4,90.022527,-21.979648
3785246730.240000,0,1,299.775,280.154,37.580,3.115,0,0,300.000,300.000,50.030,100.000,4,90.022661,-21.979648
3785246760.240000,0,1,301.185,280.656,37.591,3.116,0,0,300.000,300.000,21.360,100.000,4,90.024406,-21.979648
3785246790.240000,0,1,299.496,281.217,37.603,3.115,0,0,300.000,300.000,17.550,100.000,4,90.024675,-21.979648
3785246820.240000,0,1,299.219,281.657,37.615,3.116,0,0,300.000,300.000,46.420,100.000,4,90.025212,-21.979648
3785246850.240000,0,1,301.022,282.082,37.627,3.116,0,0,300.000,300.000,30.390,100.000,4,90.025077,-21.979648
3785246880.240000,0,1,300.127,282.596,37.639,3.116,0,0,300.000,300.000,11.940,100.000,4,90.024675,-21.979648
3785246910.240000,0,1,298.968,283.036,37.651,3.116,0,0,300.000,300.000,37.890,100.000,4,90.025212,-21.979648
3785246940.240000,0,1,300.513,283.391,37.661,3.116,0,0,300.000,300.000,39.030,100.000,4,90.025077,-21.979648
3785246970.240000,0,1,300.711,283.848,37.673,3.116,0,0,300.000,300.000,12.280,100.000,4,90.025480,-21.979648
3785247000.240000,0,1,299.086,284.292,37.682,3.117,0,0,300.000,300.000,26.470,100.000,4,90.025346,-21.979648
3785247030.240000,0,1,299.930,284.637,37.692,3.117,0,0,300.000,300.000,42.280,100.000,4,90.025346,-21.979648
3785247060.240000,0,1,300.954,285.027,37.702,3.118,0,0,300.000,300.000,17.470,100.000,4,90.025480,-21.979648
3785247090.240000,0,1,299.489,285.465,37.713,3.117,0,0,300.000,300.000,17.200,100.000,4,90.025480,-21.979648
3785247120.240000,0,1,299.435,285.803,37.725,3.117,0,0,300.000,300.000,40.240,100.000,4,90.025614,-21.979648
3785247150.240000,0,1,300.860,286.129,37.737,3.117,0,0,300.000,300.000,25.810,100.000,4,90.025883,-21.979648
3785247180.240000,0,1,300.069,286.542,37.750,3.117,0,0,300.000,300.000,11.410,100.000,4,90.025480,-21.979648
3785247210.240000,0,1,299.158,286.890,37.763,3.117,0,0,300.000,300.000,33.160,100.000,4,90.025883,-21.979648
3785247240.240000,0,1,300.500,287.187,37.775,3.117,0,0,300.000,300.000,32.420,100.000,4,90.026286,-21.979648
3785247270.240000,0,1,300.521,287.559,37.785,3.118,0,0,300.000,300.000,11.110,100.000,4,90.025883,-21.979648
3785247300.240000,0,1,299.217,287.914,37.795,3.117,0,0,300.000,300.000,24.490,100.000,4,90.026017,-21.979648
3785247330.240000,0,1,299.968,288.178,37.805,3.117,0,0,300.000,300.000,36.050,100.000,4,90.026151,-21.979648
3785247360.240000,0,1,300.783,288.499,37.817,3.117,0,0,300.000,300.000,15.510,100.000,4,90.025614,-21.979648
3785247390.240000,0,1,299.562,288.851,37.829,3.118,0,0,300.000,300.000,15.870,100.000,4,90.025883,-21.979648
3785247420.240000,0,1,299.548,289.122,37.841,3.120,0,0,300.000,300.000,34.600,100.000,4,90.025480,-21.979648
3785247450.240000,0,1,300.731,289.397,37.854,3.119,0,0,300.000,300.000,21.610,100.000,4,90.025749,-21.979648
3785247480.240000,0,1,299.997,289.728,37.868,3.119,0,0,300.000,300.000,11.090,100.000,4,90.025212,-21.979648
3785247510.240000,0,1,299.323,290.004,37.880,3.119,0,0,300.000,300.000,29.440,100.000,4,90.025077,-21.979648
3785247540.240000,0,1,300.418,290.235,37.890,3.120,0,0,300.000,300.000,27.970,100.000,4,90.025077,-21.979648
3785247570.240000,0,1,300.425,290.531,37.901,3.120,0,0,300.000,300.000,10.460,100.000,4,90.024809,-21.979648
3785247600.240000,0,1,299.351,290.814,37.911,3.121,0,0,300.000,300.000,21.630,100.000,4,90.024809,-21.979648
3785247630.240000,0,1,300.022,291.033,37.923,3.121,0,0,300.000,300.000,30.800,100.000,4,90.024675,-21.979648
3785247660.240000,0,1,300.632,291.294,37.935,3.119,0,0,300.000,300.000,13.530,100.000,4,90.024541,-21.979648
3785247690.240000,0,1,299.603,291.573,37.947,3.119,0,0,300.000,300.000,14.950,100.000,4,90.024272,-21.979648
3785247720.240000,0,1,299.627,291.787,37.959,3.121,0,0,300.000,300.000,29.790,100.000,4,90.024541,-21.979648
3785247750.240000,0,1,300.607,292.012,37.971,3.121,0,0,300.000,300.000,19.100,100.000,4,90.024541,-21.979648
3785247780.240000,0,1,299.996,292.284,37.982,3.121,0,0,300.000,300.000,10.360,100.000,4,90.024943,-21.979648
3785247810.240000,0,1,299.443,292.518,37.993,3.121,0,0,300.000,300.000,25.460,100.000,4,90.025212,-21.979648
3785247840.240000,0,1,300.375,292.723,38.003,3.121,0,0,300.000,300.000,23.740,100.000,4,90.025077,-21.979648
3785247870.240000,0,1,300.321,292.983,38.014,3.122,0,0,300.000,300.000,9.700,100.000,4,90.025346,-21.979648
3785247900.240000,0,1,299.458,293.228,38.024,3.121,0,0,300.000,300.000,19.520,100.000,4,90.025480,-21.979648
3785247930.240000,0,1,300.015,293.421,38.035,3.121,0,0,300.000,300.000,26.550,100.000,4,90.026286,-21.979648
3785247960.240000,0,1,300.520,293.656,38.046,3.121,0,0,300.000,300.000,12.400,100.000,4,90.026151,-21.979648
3785247990.240000,0,1,299.680,293.916,38.057,3.120,0,0,300.000,300.000,13.370,100.000,4,90.026822,-21.979648
3785248020.240000,0,1,299.718,294.128,38.068,3.122,0,0,300.000,300.000,25.760,100.000,4,90.025480,-21.979648
3785248050.240000,0,1,300.505,294.344,38.079,3.122,0,0,300.000,300.000,16.430,100.000,4,90.025077,-21.979648
3785248080.240000,0,1,299.973,294.605,38.090,3.121,0,0,300.000,300.000,9.810,100.000,4,90.025212,-21.979648
3785248110.240000,0,1,299.548,294.835,38.100,3.122,0,0,300.000,300.000,22.350,100.000,4,90.024943,-21.979648
3785248140.240000,0,1,300.302,295.034,38.110,3.122,0,0,300.000,300.000,20.790,100.000,4,90.024541,-21.979648
3785248170.240000,0,1,300.274,295.288,38.121,3.122,0,0,300.000,300.000,9.060,100.000,4,90.024541,-21.979648
3785248200.240000,0,1,299.557,295.540,38.133,3.122,0,0,300.000,300.000,16.910,100.000,4,90.024138,-21.979648
3785248230.240000,0,1,300.030,295.746,38.145,3.122,0,0,300.000,300.000,22.730,100.000,4,90.023601,-21.979648
3785248260.240000,0,1,300.425,295.990,38.158,3.122,0,0,300.000,300.000,10.980,100.000,4,90.023869,-21.979648
3785248290.240000,0,1,299.726,296.252,38.169,3.122,0,0,300.000,300.000,12.190,100.000,4,90.024406,-21.979648
3785248320.240000,0,1,299.754,296.462,38.180,3.123,0,0,300.000,300.000,22.190,100.000,4,90.024004,-21.979648
3785248350.240000,0,1,300.413,296.686,38.190,3.124,0,0,300.000,300.000,14.700,100.000,4,90.023869,-21.979648
3785248380.240000,0,1,299.995,296.950,38.201,3.125,0,0,300.000,300.000,8.890,100.000,4,90.024138,-21.979648
3785248410.240000,0,1,299.620,297.182,38.212,3.125,0,0,300.000,300.000,19.080,100.000,4,90.024272,-21.979648
3785248440.240000,0,1,300.257,297.388,38.224,3.124,0,0,300.000,300.000,17.910,100.000,4,90.024272,-21.979648
3785248470.240000,0,1,300.220,297.642,38.236,3.126,0,0,300.000,300.000,8.320,100.000,4,90.024541,-21.979648
3785248500.240000,0,1,299.636,297.885,38.249,3.124,0,0,300.000,300.000,14.890,100.000,4,90.024541,-21.979648
3785248530.240000,0,1,300.005,298.076,38.262,3.124,0,0,300.000,300.000,19.670,100.000,4,90.024004,-21.979648
3785248560.240000,0,1,300.359,298.306,38.274,3.125,0,0,300.000,300.000,10.090,100.000,4,90.024138,-21.979648
3785248590.240000,0,1,299.789,298.555,38.285,3.126,0,0,300.000,300.000,10.590,100.000,4,90.024138,-21.979648
3785248620.240000,0,1,299.801,298.757,38.296,3.125,0,0,300.000,300.000,19.060,100.000,4,90.024004,-21.979648
3785248650.240000,0,1,300.344,298.966,38.307,3.126,0,0,300.000,300.000,12.900,100.000,4,90.024004,-21.979648
3785248680.240000,0,1,299.995,299.203,38.317,3.126,0,0,300.000,300.000,8.060,100.000,4,90.024541,-21.979648
3785248710.240000,0,1,299.684,299.405,38.329,3.124,0,0,300.000,300.000,16.210,100.000,4,90.024541,-21.979648
3785248740.240000,0,1,300.193,299.590,38.341,3.127,0,0,300.000,300.000,15.730,100.000,4,90.024138,-21.979648
3785248770.240000,0,1,300.201,299.811,38.352,3.128,0,0,300.000,300.000,7.630,100.000,4,90.024004,-21.979648
3785248800.240000,0,1,299.705,300.023,38.365,3.127,0,0,300.000,300.000,12.580,100.000,4,90.024406,-21.979648
3785248830.240000,0,1,300.002,300.131,38.377,3.127,0,0,300.000,300.000,16.910,99.360,4,90.024272,-21.979648
3785248860.240000,0,1,300.297,300.123,38.388,3.127,0,0,300.000,300.000,9.060,96.840,4,90.024675,-21.979648
3785248890.240000,0,1,299.825,300.061,38.397,3.126,0,0,300.000,300.000,9.460,94.960,4,90.024272,-21.979648
3785248920.240000,0,1,299.814,300.000,38.407,3.127,0,0,300.000,300.000,16.470,94.610,4,90.024004,-21.979648
