[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status,in plane position,out plane position
3781141940.462000,0,1,300.015,0.000,42.948,3.262,0,0,300.000,300.000,17.660,0.000,4,71.753023,-62.002590
3781142042.768000,0,1,300.000,0.000,42.942,3.261,0,0,300.000,300.000,17.780,0.000,4,71.749398,-62.002590
3781142075.709000,0,1,299.930,0.000,42.940,3.263,0,0,300.000,300.000,19.910,0.000,4,71.748996,-62.002590
3781142105.709000,0,1,300.053,0.000,42.937,3.260,0,0,300.000,300.000,19.580,0.000,4,71.749264,-62.002590
3781142135.709000,0,1,300.036,0.000,42.935,3.261,0,0,300.000,300.000,17.800,0.000,4,71.996378,-62.002590
3781142165.709000,0,1,299.926,0.000,42.933,3.261,0,0,300.000,300.000,19.210,0.000,4,71.996512,-62.002590
3781142195.709000,0,1,300.007,0.000,42.931,3.261,0,0,300.000,300.000,20.050,0.000,4,71.996512,-62.002590
3781142211.294000,0,1,300.063,0.000,42.932,3.258,0,0,300.000,300.000,19.100,0.000,4,NaN,-62.002590
3781142220.675000,0,1,300.069,0.000,42.931,3.259,0,0,300.000,300.000,18.480,0.000,4,71.997183,-62.002590
3781142250.675000,0,1,299.972,0.000,42.930,3.260,0,0,300.000,300.000,18.220,0.000,4,73.026309,-62.002590
3781142280.675000,0,1,299.948,0.000,42.928,3.259,0,0,300.000,300.000,20.050,0.000,4,72.998256,-62.002590
3781142313.857000,0,1,300.061,0.000,42.926,3.263,0,0,300.000,300.000,19.040,0.000,4,72.998256,-62.002590
3781142343.857000,0,1,300.003,0.000,42.924,3.262,0,0,300.000,300.000,18.030,0.000,4,72.998390,-62.002590
3781142405.848000,0,1,300.042,0.000,42.921,3.263,0,0,300.000,300.000,19.450,0.000,4,72.998927,-62.002590
3781142435.848000,0,1,300.033,0.000,42.919,3.261,0,0,300.000,300.000,18.080,0.000,4,72.998524,-62.002590
3781142486.940000,0,1,299.975,0.000,42.917,3.260,0,0,300.000,300.000,20.050,0.000,4,72.997853,-62.002590
3781142516.940000,0,1,300.060,0.000,42.914,3.260,0,0,300.000,300.000,18.840,0.000,4,72.997719,-62.002590
3781142546.940000,0,1,299.987,0.000,42.911,3.262,0,0,300.000,300.000,18.240,0.000,4,69.645240,-62.002590
3781142560.653000,0,1,299.948,0.000,42.911,3.261,0,0,300.000,300.000,18.910,0.000,4,67.771552,-62.002590
3781142590.653000,0,1,299.988,0.000,42.908,3.261,0,0,300.000,300.000,19.850,0.000,4,70.235307,-62.002590
3781142620.653000,0,1,300.056,0.000,42.907,3.262,0,0,300.000,300.000,18.630,0.000,4,72.770471,-62.002590
3781142650.653000,0,1,299.975,0.000,42.906,3.261,0,0,300.000,300.000,18.440,0.000,4,73.712617,-62.002590
3781142680.653000,0,1,299.960,0.000,42.905,3.259,0,0,300.000,300.000,19.850,0.000,4,71.774902,-62.002590
3781142710.653000,0,1,300.043,0.000,42.905,3.259,0,0,300.000,300.000,19.150,0.000,4,67.604706,-62.002590
3781142740.653000,0,1,300.008,0.000,42.903,3.259,0,0,300.000,300.000,18.220,0.000,4,63.554376,-62.002590
3781142770.873000,0,1,299.950,0.000,42.901,3.261,0,0,300.000,300.000,19.500,0.000,4,59.682301,-62.002590
3781142800.873000,0,1,300.020,0.000,42.899,3.262,0,0,300.000,300.000,19.630,0.000,4,59.680959,-62.002590
3781143025.029000,0,1,300.038,0.000,42.890,3.263,0,0,300.000,300.000,18.630,0.000,4,58.603779,-62.002590
3781143048.357000,0,1,299.986,0.000,42.889,3.261,0,0,300.000,300.000,18.540,0.000,4,60.781494,-62.002590
3781143068.605000,0,1,299.959,0.000,42.888,3.261,0,0,300.000,300.000,19.340,0.000,4,60.781092,-62.002590
3781143098.605000,0,1,300.012,0.000,42.887,3.263,0,0,300.000,300.000,19.630,0.000,4,63.691557,-62.002590
3781143128.605000,0,1,300.032,0.000,42.886,3.260,0,0,300.000,300.000,18.540,0.000,4,64.996119,-62.002590
3781143158.605000,0,1,299.970,0.000,42.886,3.256,0,0,300.000,300.000,18.990,0.000,4,68.072357,-62.002590
3781143188.605000,0,1,299.990,0.000,42.885,3.255,0,0,300.000,300.000,19.670,0.000,4,70.582689,-62.002590
3781143218.605000,0,1,300.035,0.000,42.883,3.259,0,0,300.000,300.000,18.930,0.000,4,74.000939,-62.002590
3781143248.605000,0,1,299.989,0.000,42.880,3.261,0,0,300.000,300.000,18.670,0.000,4,74.000133,-62.002590
3781143278.605000,0,1,299.972,0.000,42.878,3.262,0,0,300.000,300.000,19.540,0.000,4,73.999731,-68.003700
3781143308.605000,0,1,300.028,0.000,42.875,3.263,0,0,300.000,300.000,19.230,0.000,4,73.999731,-68.003700
3781143338.605000,0,1,300.011,0.000,42.874,3.263,0,0,300.000,300.000,18.540,0.000,4,73.999462,-68.003700
3781143368.605000,0,1,299.968,0.000,42.872,3.263,0,0,300.000,300.000,19.280,0.000,4,73.999328,-68.003700
3781143395.345000,0,1,300.003,0.000,42.871,3.261,0,0,300.000,300.000,19.560,0.000,4,73.999060,-68.003700
3781143425.345000,0,1,300.028,0.000,42.870,3.259,0,0,300.000,300.000,18.780,0.000,4,73.998657,-65.006475
3781143455.345000,0,1,299.978,0.000,42.869,3.260,0,0,300.000,300.000,18.840,0.000,4,73.999060,-68.463275
3781143485.345000,0,1,299.986,0.000,42.867,3.260,0,0,300.000,300.000,19.600,0.000,4,73.998791,-67.004625
3781143515.345000,0,1,300.028,0.000,42.865,3.262,0,0,300.000,300.000,19.020,0.000,4,73.998389,-70.001850
3781143545.345000,0,1,299.995,0.000,42.863,3.260,0,0,300.000,300.000,18.740,0.000,4,73.998254,-70.001850
3781143575.345000,0,1,299.973,0.000,42.861,3.262,0,0,300.000,300.000,19.450,0.000,4,73.998657,-70.001850
3781143615.754000,0,1,300.030,0.000,42.858,3.260,0,0,300.000,300.000,18.990,0.000,4,73.998254,-70.001850
3781143645.754000,0,1,299.993,0.000,42.858,3.258,0,0,300.000,300.000,18.710,0.000,4,73.997852,-70.001850
3781143672.940000,0,1,299.972,0.000,42.855,3.260,0,0,300.000,300.000,19.430,0.000,4,73.997315,-70.001850
3781143684.448000,0,1,299.988,0.000,42.855,3.260,0,0,300.000,300.000,19.560,0.000,4,73.997449,-70.001850
3781143714.448000,0,1,300.026,0.000,42.853,3.262,0,0,300.000,300.000,19.080,0.000,4,73.997315,-70.001850
3781143732.800000,0,1,300.017,0.000,42.851,3.262,0,0,300.000,300.000,18.670,0.000,4,73.997583,-70.001850
3781143762.800000,0,1,299.974,0.000,42.849,3.262,0,0,300.000,300.000,19.120,0.000,4,71.974633,-70.001850
3781143792.800000,0,1,300.002,0.000,42.848,3.262,0,0,300.000,300.000,19.540,0.000,4,74.007919,-70.001850
3781143822.800000,0,1,300.022,0.000,42.847,3.262,0,0,300.000,300.000,18.820,0.000,4,74.006711,-70.001850
3781144168.782000,0,1,299.979,0.000,42.840,3.260,0,0,300.000,300.000,19.360,0.000,4,77.012478,-70.001850
3781144198.782000,0,1,300.008,0.000,42.839,3.261,0,0,300.000,300.000,19.410,0.000,4,73.562953,-70.001850
3781144228.782000,0,1,300.015,0.000,42.839,3.261,0,0,300.000,300.000,18.890,0.000,4,72.981074,-70.001850
3781144297.060000,0,4,300.007,0.000,42.839,3.261,0,0,300.000,300.000,19.410,0.000,4,0.000000,0.000000
3781144327.060000,0,1,300.015,0.000,42.839,3.257,0,0,300.000,300.000,18.950,0.000,4,0.000000,0.000000
3781144334.757000,0,1,300.006,0.000,42.839,3.258,0,0,300.000,300.000,18.860,0.000,4,0.000000,0.000000
