[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, 9T mag, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Field(Oe),Field Status,TempA(K),TempB(K),TempC(K),TempD(K),Ramp1,Ramp2,Setpoint1,Setpoint2,Output1(%),Output2(%),Temp Status,in plane position,out plane position
3785909471.670000,0,1,10.000,10.001,35.774,3.086,0,0,10.000,10.000,0.130,0.690,1,-91.958829,-21.979648
3785909501.670000,0,1,10.173,10.117,35.770,3.086,1,1,12.000,12.000,0.190,1.000,2,-91.967017,-21.979648
3785909531.670000,0,1,11.156,11.120,35.766,3.087,1,1,12.000,12.000,0.200,1.410,2,-92.001513,-21.979648
3785909561.670000,0,1,11.993,12.040,35.763,3.085,0,0,12.000,12.000,0.170,1.090,4,-92.018292,-21.979648
3785909591.670000,20,2,12.000,12.002,35.760,3.085,0,0,12.000,12.000,0.170,1.010,1,-92.018829,-21.979648
3785909621.670000,1288,2,12.001,12.005,35.758,3.365,0,0,12.000,12.000,0.160,0.960,1,-92.018158,-21.979648
3785909651.670000,2757,2,12.000,12.001,35.752,3.778,0,0,12.000,12.000,0.160,0.960,1,-92.018695,-21.979648
3785909681.670000,4283,2,12.000,12.002,35.743,3.974,0,0,12.000,12.000,0.160,0.950,1,-92.020439,-21.979648
3785909711.670000,5778,2,12.000,12.000,35.735,3.884,0,0,12.000,12.000,0.160,0.950,1,-92.019231,-21.979648
3785909741.670000,7295,2,12.000,12.003,35.732,3.796,0,0,12.000,12.000,0.150,0.910,1,-92.019097,-21.979648
3785909771.670000,8731,2,12.000,12.004,35.733,3.727,0,0,12.000,12.000,0.150,0.900,1,-92.018963,-21.979648
3785909801.670000,10249,2,12.000,11.994,35.735,3.674,0,0,12.000,12.000,0.150,0.920,1,-92.019500,-21.979648
3785909831.670000,11739,2,12.000,11.998,35.737,3.631,0,0,12.000,12.000,0.150,0.910,1,-92.021111,-21.979648
3785909861.670000,13256,2,12.000,12.001,35.738,3.598,0,0,12.000,12.000,0.150,0.890,1,-92.023661,-21.979648
3785909891.670000,14775,2,12.000,12.000,35.740,3.570,0,0,12.000,12.000,0.150,0.900,1,-92.023258,-21.979648
3785909921.670000,16266,2,11.999,11.997,35.740,3.547,0,0,12.000,12.000,0.150,0.900,1,-92.025406,-21.979648
3785909951.670000,17783,2,12.000,12.002,35.738,3.527,0,0,12.000,12.000,0.150,0.890,1,-92.051446,-21.979648
3785909981.670000,19222,2,12.000,11.999,35.739,3.508,0,0,12.000,12.000,0.150,0.900,1,-92.027822,-21.979648
3785910011.670000,20740,2,12.000,12.000,35.738,3.493,0,0,12.000,12.000,0.150,0.900,1,-92.027822,-21.979648
3785910041.670000,22231,2,12.001,12.005,35.739,3.478,0,0,12.000,12.000,0.150,0.890,1,-92.028762,-21.979648
3785910071.670000,23749,2,12.000,12.001,35.738,3.467,0,0,12.000,12.000,0.150,0.900,1,-92.029164,-21.979648
3785910101.670000,25242,2,12.000,11.998,35.739,3.455,0,0,12.000,12.000,0.150,0.900,1,-92.029970,-21.979648
3785910131.670000,26760,2,12.000,12.003,35.741,3.445,0,0,12.000,12.000,0.150,0.890,1,-92.030775,-21.979648
3785910161.670000,28253,2,12.000,12.003,35.742,3.436,0,0,12.000,12.000,0.150,0.900,1,-92.031446,-21.979648
3785910191.670000,29718,2,12.000,12.000,35.743,3.427,0,0,12.000,12.000,0.150,0.900,1,-92.033191,-21.979648
3785910221.670000,31238,2,12.000,12.001,35.743,3.420,0,0,12.000,12.000,0.150,0.890,1,-92.033057,-21.979648
3785910251.670000,32730,2,12.000,12.000,35.744,3.413,0,0,12.000,12.000,0.150,0.890,1,-92.036010,-21.979648
3785910281.670000,34249,2,12.000,12.000,35.745,3.406,0,0,12.000,12.000,0.160,0.900,1,-92.034399,-21.979648
3785910311.670000,35742,2,12.000,12.002,35.747,3.399,0,0,12.000,12.000,0.150,0.890,1,-92.034265,-21.979648
3785910341.670000,37262,2,12.000,11.999,35.750,3.393,0,0,12.000,12.000,0.150,0.900,1,-92.034668,-21.979648
3785910371.670000,38701,2,12.000,12.001,35.751,3.387,0,0,12.000,12.000,0.150,0.890,1,-92.034533,-21.979648
3785910401.670000,40221,2,12.000,12.002,35.755,3.381,0,0,12.000,12.000,0.150,0.890,1,-92.036144,-21.979648
3785910431.670000,41714,2,12.000,12.002,35.759,3.375,0,0,12.000,12.000,0.150,0.890,1,-92.036144,-21.979648
3785910461.670000,43234,2,12.000,11.997,35.763,3.368,0,0,12.000,12.000,0.150,0.890,1,-92.036815,-21.979648
3785910491.670000,44728,2,11.999,11.999,35.766,3.366,0,0,12.000,12.000,0.150,0.890,1,-92.036950,-21.979648
3785910521.670000,46249,2,12.000,11.999,35.770,3.362,0,0,12.000,12.000,0.150,0.890,1,-92.038023,-21.979648
3785910551.670000,47770,2,12.000,12.002,35.772,3.356,0,0,12.000,12.000,0.150,0.890,1,-92.039231,-21.979648
3785910581.670000,49212,2,12.000,12.000,35.776,3.351,0,0,12.000,12.000,0.150,0.890,1,-92.040305,-21.979648
3785910611.670000,50734,2,12.000,12.001,35.780,3.347,0,0,12.000,12.000,0.150,0.880,1,-92.041647,-21.979648
3785910641.670000,52229,2,12.000,11.999,35.785,3.343,0,0,12.000,12.000,0.150,0.890,1,-92.042319,-21.979648
3785910671.670000,53751,2,12.000,12.000,35.790,3.339,0,0,12.000,12.000,0.150,0.890,1,-92.043661,-21.979648
3785910701.670000,55246,2,12.000,12.003,35.796,3.337,0,0,12.000,12.000,0.150,0.890,1,-92.043929,-21.979648
3785910731.670000,56770,2,12.000,12.001,35.802,3.333,0,0,12.000,12.000,0.150,0.880,1,-92.045137,-21.979648
3785910761.670000,58212,2,12.000,12.000,35.810,3.330,0,0,12.000,12.000,0.150,0.890,1,-92.044198,-21.979648
3785910791.670000,59734,2,12.000,11.996,35.817,3.325,0,0,12.000,12.000,0.150,0.900,1,-92.044735,-21.979648
3785910821.670000,61257,2,12.000,11.999,35.824,3.324,0,0,12.000,12.000,0.150,0.890,1,-92.046748,-21.979648
3785910851.670000,62752,2,12.000,11.998,35.832,3.320,0,0,12.000,12.000,0.150,0.890,1,-92.049567,-21.979648
3785910881.670000,64249,2,12.000,12.002,35.841,3.317,0,0,12.000,12.000,0.150,0.890,1,-92.048493,-21.979648
3785910911.670000,65772,2,12.000,11.998,35.850,3.314,0,0,12.000,12.000,0.150,0.900,1,-92.048359,-21.979648
3785910941.670000,67295,2,12.000,11.996,35.859,3.311,0,0,12.000,12.000,0.150,0.890,1,-92.050104,-21.979648
3785910971.670000,68738,2,12.000,12.003,35.869,3.307,0,0,12.000,12.000,0.150,0.880,1,-92.051178,-21.979648
3785911001.670000,70262,2,12.000,12.002,35.881,3.304,0,0,12.000,12.000,0.150,0.890,1,-92.050909,-21.979648
3785911031.670000,71757,2,11.999,11.995,35.894,3.300,0,0,12.000,12.000,0.160,0.900,1,-92.050775,-21.979648
3785911061.670000,73282,2,12.000,12.001,35.906,3.299,0,0,12.000,12.000,0.150,0.890,1,-92.053728,-21.979648
3785911091.670000,74780,2,12.000,11.999,35.918,3.296,0,0,12.000,12.000,0.150,0.890,1,-92.053191,-21.979648
3785911121.670000,76304,2,11.999,11.997,35.931,3.294,0,0,12.000,12.000,0.150,0.890,1,-92.054131,-21.979648
3785911151.670000,77826,2,12.000,12.003,35.945,3.290,0,0,12.000,12.000,0.150,0.880,1,-92.054668,-21.979648
3785911181.670000,79266,2,12.000,11.999,35.958,3.287,0,0,12.000,12.000,0.150,0.890,1,-92.055339,-21.979648
3785911211.670000,80788,2,12.000,11.997,35.973,3.284,0,0,12.000,12.000,0.150,0.890,1,-92.055741,-21.979648
3785911241.670000,82284,2,12.000,12.002,35.989,3.282,0,0,12.000,12.000,0.150,0.880,1,-92.056681,-21.979648
3785911271.670000,83806,2,12.000,11.998,36.006,3.279,0,0,12.000,12.000,0.150,0.890,1,-92.057218,-21.979648
3785911301.670000,85301,2,12.000,11.999,36.024,3.275,0,0,12.000,12.000,0.150,0.890,1,-92.057486,-21.979648
3785911331.670000,86820,2,12.000,12.001,36.043,3.273,0,0,12.000,12.000,0.150,0.880,1,-92.057755,-21.979648
3785911361.670000,88284,2,12.000,12.000,36.060,3.271,0,0,12.000,12.000,0.150,0.890,1,-92.058292,-21.979648
3785911391.670000,89775,2,12.000,11.998,36.079,3.269,0,0,12.000,12.000,0.150,0.890,1,-92.058158,-21.979648
3785911421.670000,90000,2,12.000,12.004,36.099,3.188,0,0,12.000,12.000,0.150,0.880,1,-92.059097,-21.979648
3785911451.670000,90000,1,12.000,12.005,36.122,3.133,0,0,12.000,12.000,0.150,0.840,1,-93.285404,-21.979648
3785911481.670000,90000,1,12.000,12.000,36.142,3.113,0,0,12.000,12.000,0.150,0.830,1,-95.742716,-21.979648
3785911511.670000,90000,1,12.000,11.999,36.161,3.105,0,0,12.000,12.000,0.150,0.840,1,-98.024995,-21.979648
3785911541.670000,90000,1,12.000,11.999,36.189,3.100,0,0,12.000,12.000,0.150,0.850,1,-101.656936,-21.979648
3785911571.670000,90000,1,12.000,11.996,36.197,3.099,0,0,12.000,12.000,0.160,0.890,1,-101.460292,-21.979648
3785911601.670000,90000,1,12.000,11.999,36.214,3.098,0,0,12.000,12.000,0.150,0.890,1,-101.042709,-21.979648
3785911631.670000,90000,1,12.000,12.000,36.229,3.100,0,0,12.000,12.000,0.150,0.890,1,-100.496535,-21.979648
3785911661.670000,90000,1,12.000,12.002,36.243,3.101,0,0,12.000,12.000,0.150,0.890,1,-100.134119,-21.979648
3785911691.670000,90000,1,12.000,12.001,36.259,3.100,0,0,12.000,12.000,0.150,0.850,1,-98.452779,-21.979648
3785911721.670000,90000,1,12.000,12.000,36.268,3.100,0,0,12.000,12.000,0.150,0.890,1,-98.735329,-21.979648
3785911751.670000,90000,1,12.000,12.003,36.280,3.099,0,0,12.000,12.000,0.150,0.890,1,-98.799490,-21.979648
3785911781.670000,90000,1,12.000,11.999,36.293,3.101,0,0,12.000,12.000,0.150,0.890,1,-97.813451,-21.979648
3785911811.670000,90000,1,12.000,11.998,36.303,3.100,0,0,12.000,12.000,0.150,0.890,1,-96.523386,-21.979648
3785911841.670000,90000,1,12.000,11.998,36.316,3.100,0,0,12.000,12.000,0.150,0.890,1,-96.905668,-21.979648
3785911871.670000,90000,1,12.000,11.991,36.327,3.099,0,0,12.000,12.000,0.150,0.890,1,-95.905400,-21.979648
3785911901.670000,90000,1,11.999,11.994,36.344,3.100,0,0,12.000,12.000,0.150,0.870,1,-93.047284,-21.979648
3785911931.670000,90000,1,12.000,11.996,36.346,3.100,0,0,12.000,12.000,0.150,0.890,1,-93.251042,-21.979648
3785911961.670000,90000,1,12.000,12.001,36.357,3.100,0,0,12.000,12.000,0.150,0.890,1,-93.648357,-21.979648
3785911991.670000,90000,1,12.000,12.004,36.365,3.101,0,0,12.000,12.000,0.150,0.890,1,-94.037752,-21.979648
3785912021.670000,90000,1,12.000,12.003,36.374,3.102,0,0,12.000,12.000,0.150,0.870,1,-94.443255,-21.979648
3785912051.670000,90000,1,12.000,12.002,36.382,3.101,0,0,12.000,12.000,0.150,0.890,1,-94.832113,-21.979648
3785912081.670000,90000,1,12.000,12.011,36.392,3.102,0,0,12.000,12.000,0.150,0.840,1,-94.139631,-21.979648
3785912111.670000,90000,1,12.000,12.002,36.400,3.101,0,0,12.000,12.000,0.150,0.880,1,-93.126210,-21.979648
3785912141.670000,90000,1,12.000,12.002,36.409,3.099,0,0,12.000,12.000,0.150,0.890,1,-93.575739,-21.979648
3785912171.670000,90000,1,12.000,12.000,36.416,3.099,0,0,12.000,12.000,0.150,0.890,1,-93.901242,-21.979648
3785912201.670000,90000,1,12.000,12.001,36.426,3.102,0,0,12.000,12.000,0.150,0.850,1,-90.553462,-21.979648
3785912231.670000,90000,1,12.000,11.997,36.428,3.101,0,0,12.000,12.000,0.150,0.880,1,-90.714938,-21.979648
3785912261.670000,90000,1,12.000,12.000,36.435,3.100,0,0,12.000,12.000,0.160,0.890,1,-91.145004,-21.979648
3785912291.670000,90000,1,12.000,12.002,36.440,3.100,0,0,12.000,12.000,0.150,0.880,1,-91.520306,-21.979648
3785912321.670000,90000,1,12.000,12.000,36.446,3.100,0,0,12.000,12.000,0.150,0.890,1,-91.922587,-21.979648
3785912351.670000,90000,1,12.000,11.998,36.451,3.102,0,0,12.000,12.000,0.150,0.890,1,-92.367553,-21.979648
3785912381.670000,90000,1,12.000,11.999,36.456,3.102,0,0,12.000,12.000,0.150,0.890,1,-92.793995,-21.979648
3785912411.670000,90000,1,12.001,12.010,36.464,3.100,0,0,12.000,12.000,0.150,0.850,1,-92.452251,-21.979648
3785912441.670000,90000,1,12.000,12.009,36.469,3.100,0,0,12.000,12.000,0.150,0.860,1,-91.228628,-21.979648
3785912471.670000,90000,1,12.000,11.996,36.472,3.099,0,0,12.000,12.000,0.150,0.880,1,-89.998832,-21.979648
3785912501.670000,90000,1,12.000,12.002,36.477,3.099,0,0,12.000,12.000,0.150,0.880,1,-90.462321,-21.979648
3785912531.670000,90000,1,12.000,12.000,36.480,3.100,0,0,12.000,12.000,0.150,0.890,1,-90.836951,-21.979648
3785912561.670000,90000,1,12.000,12.008,36.486,3.100,0,0,12.000,12.000,0.150,0.850,1,-89.958697,-21.979648
3785912591.670000,90000,1,12.000,12.002,36.491,3.100,0,0,12.000,12.000,0.150,0.850,1,-87.471587,-21.979648
3785912621.670000,90000,1,12.000,11.996,36.493,3.099,0,0,12.000,12.000,0.150,0.890,1,-87.785412,-21.979648
3785912651.670000,90000,1,11.999,12.000,36.497,3.101,0,0,12.000,12.000,0.150,0.890,1,-88.255210,-21.979648
3785912681.670000,90000,1,12.000,12.001,36.501,3.100,0,0,12.000,12.000,0.150,0.890,1,-88.663397,-21.979648
3785912711.670000,90000,1,12.000,11.998,36.507,3.100,0,0,12.000,12.000,0.150,0.890,1,-88.911987,-21.979648
3785912741.670000,90000,1,11.999,11.993,36.511,3.100,0,0,12.000,12.000,0.150,0.910,1,-88.053599,-21.979648
3785912771.670000,90000,1,12.000,12.001,36.517,3.100,0,0,12.000,12.000,0.150,0.840,1,-84.632933,-21.979648
3785912801.670000,90000,1,12.000,12.001,36.519,3.100,0,0,12.000,12.000,0.150,0.890,1,-84.956825,-21.979648
3785912831.670000,90000,1,12.000,11.997,36.523,3.100,0,0,12.000,12.000,0.150,0.890,1,-85.351321,-21.979648
3785912861.670000,90000,1,12.000,12.001,36.526,3.101,0,0,12.000,12.000,0.150,0.890,1,-85.747697,-21.979648
3785912891.670000,90000,1,12.000,12.000,36.529,3.099,0,0,12.000,12.000,0.150,0.880,1,-86.097226,-21.979648
3785912921.670000,90000,1,12.001,12.001,36.532,3.099,0,0,12.000,12.000,0.150,0.890,1,-86.504877,-21.979648
3785912951.670000,90000,1,12.000,12.000,36.536,3.101,0,0,12.000,12.000,0.150,0.900,1,-86.906890,-21.979648
3785912981.670000,90000,1,12.000,11.997,36.546,3.101,0,0,12.000,12.000,0.150,0.850,1,-81.631863,-21.979648
3785913018.549000,90000,1,12.000,11.993,36.546,3.100,0,0,12.000,12.000,0.150,0.870,1,-81.661259,-21.979648
3785913048.549000,90000,1,12.000,11.997,36.549,3.101,0,0,12.000,12.000,0.150,0.890,1,-81.941662,-21.979648
3785913078.549000,90000,1,12.000,12.002,36.552,3.103,0,0,12.000,12.000,0.150,0.890,1,-82.384077,-21.979648
3785913108.549000,90000,1,12.000,11.996,36.555,3.101,0,0,12.000,12.000,0.150,0.890,1,-82.710117,-21.979648
3785913138.549000,90000,1,12.000,12.002,36.559,3.102,0,0,12.000,12.000,0.150,0.890,1,-83.117902,-21.979648
3785913168.549000,90000,1,12.000,12.003,36.561,3.102,0,0,12.000,12.000,0.150,0.880,1,-83.501391,-21.979648
3785913198.549000,90000,1,12.000,11.999,36.563,3.101,0,0,12.000,12.000,0.150,0.890,1,-83.920853,-21.979648
3785913228.549000,90000,1,12.000,12.002,36.564,3.102,0,0,12.000,12.000,0.150,0.890,1,-84.395618,-21.979648
3785913258.549000,90000,1,12.000,11.996,36.568,3.101,0,0,12.000,12.000,0.150,0.890,1,-84.936288,-21.979648
3785913288.549000,90000,1,12.000,11.998,36.572,3.101,0,0,12.000,12.000,0.150,0.890,1,-85.389979,-21.979648
3785913318.549000,90000,1,12.000,11.999,36.575,3.101,0,0,12.000,12.000,0.150,0.890,1,-85.814408,-21.979648
3785913348.549000,90000,1,12.000,12.008,36.579,3.102,0,0,12.000,12.000,0.150,0.850,1,-85.194811,-21.979648
3785913378.549000,90000,1,12.000,12.002,36.581,3.100,0,0,12.000,12.000,0.150,0.890,1,-84.348907,-21.979648
3785913408.549000,90000,1,12.000,12.003,36.583,3.100,0,0,12.000,12.000,0.150,0.880,1,-84.778705,-21.979648
3785913438.549000,90000,1,12.000,12.000,36.586,3.100,0,0,12.000,12.000,0.150,0.860,1,-83.462733,-21.979648
3785913468.549000,90000,1,12.000,12.000,36.586,3.101,0,0,12.000,12.000,0.150,0.880,1,-83.771189,-21.979648
3785913498.549000,90000,1,12.000,12.000,36.587,3.100,0,0,12.000,12.000,0.150,0.890,1,-83.510653,-21.979648
3785913528.549000,90000,1,12.001,12.006,36.589,3.101,0,0,12.000,12.000,0.150,0.870,1,-82.363138,-21.979648
3785913558.549000,90000,1,12.000,12.003,36.592,3.100,0,0,12.000,12.000,0.150,0.870,1,-81.075220,-21.979648
3785913588.549000,90000,1,12.000,11.996,36.596,3.100,0,0,12.000,12.000,0.160,0.870,1,-78.572942,-21.979648
3785913618.549000,90000,1,11.999,11.999,36.596,3.101,0,0,12.000,12.000,0.150,0.890,1,-78.809988,-21.979648
3785913648.549000,90000,1,12.000,11.998,36.598,3.100,0,0,12.000,12.000,0.150,0.880,1,-79.214954,-21.979648
3785913678.549000,90000,1,12.000,12.003,36.599,3.101,0,0,12.000,12.000,0.150,0.880,1,-79.588511,-21.979648
3785913708.549000,90000,1,11.999,11.995,36.601,3.101,0,0,12.000,12.000,0.150,0.890,1,-79.903275,-21.979648
3785913738.549000,90000,1,12.000,12.001,36.603,3.101,0,0,12.000,12.000,0.160,0.860,1,-78.832002,-21.979648
3785913768.549000,90000,1,12.000,12.007,36.604,3.102,0,0,12.000,12.000,0.150,0.870,1,-78.315895,-21.979648
3785913798.549000,90000,1,12.000,12.006,36.607,3.101,0,0,12.000,12.000,0.150,0.850,1,-76.649052,-21.979648
3785913828.549000,90000,1,12.000,12.002,36.609,3.100,0,0,12.000,12.000,0.150,0.890,1,-76.690931,-21.979648
3785913858.549000,90000,1,12.000,12.007,36.612,3.101,0,0,12.000,12.000,0.150,0.860,1,-75.219121,-21.979648
3785913888.549000,90000,1,12.000,12.001,36.617,3.101,0,0,12.000,12.000,0.150,0.840,1,-68.697116,-21.979648
3785913919.409000,90000,1,12.000,11.997,36.617,3.101,0,0,12.000,12.000,0.150,0.850,1,-68.720472,-21.979648
3785913949.409000,90001,1,12.000,12.000,36.619,3.101,0,0,12.000,12.000,0.150,0.890,1,-69.044901,-21.979648
3785913979.409000,90001,1,12.000,12.000,36.621,3.102,0,0,12.000,12.000,0.150,0.890,1,-69.388122,-21.979648
3785914009.409000,90001,1,12.000,12.000,36.623,3.103,0,0,12.000,12.000,0.150,0.890,1,-69.836309,-21.979648
3785914039.409000,90001,1,12.000,12.002,36.625,3.104,0,0,12.000,12.000,0.150,0.890,1,-70.123960,-21.979648
3785914069.409000,90001,1,12.000,12.002,36.627,3.103,0,0,12.000,12.000,0.150,0.880,1,-70.678590,-21.979648
3785914099.409000,90001,1,12.000,11.999,36.630,3.102,0,0,12.000,12.000,0.150,0.890,1,-71.044764,-21.979648
3785914129.409000,90000,1,12.000,12.003,36.633,3.101,0,0,12.000,12.000,0.150,0.880,1,-71.531743,-21.979648
3785914159.409000,90000,1,12.000,12.002,36.636,3.102,0,0,12.000,12.000,0.150,0.890,1,-72.021139,-21.979648
3785914189.409000,90000,1,12.000,12.003,36.637,3.101,0,0,12.000,12.000,0.150,0.890,1,-72.537514,-21.979648
3785914219.409000,90000,1,12.000,11.999,36.639,3.100,0,0,12.000,12.000,0.150,0.890,1,-73.017245,-21.979648
3785914249.409000,90000,1,12.000,12.000,36.640,3.101,0,0,12.000,12.000,0.150,0.890,1,-73.522345,-21.979648
3785914279.409000,90001,1,12.000,12.002,36.641,3.101,0,0,12.000,12.000,0.150,0.890,1,-74.054827,-21.979648
3785914309.409000,90001,1,12.000,11.998,36.641,3.101,0,0,12.000,12.000,0.150,0.890,1,-74.536571,-21.979648
3785914339.409000,90001,1,12.000,12.000,36.642,3.101,0,0,12.000,12.000,0.150,0.890,1,-74.911873,-21.979648
3785914369.409000,90001,1,12.000,12.002,36.645,3.100,0,0,12.000,12.000,0.150,0.840,1,-73.382613,-21.979648
3785914399.409000,90001,1,12.000,12.000,36.644,3.101,0,0,12.000,12.000,0.150,0.890,1,-73.747579,-21.979648
3785914429.409000,90001,1,12.000,12.002,36.647,3.101,0,0,12.000,12.000,0.150,0.890,1,-73.578855,-21.979648
3785914459.409000,90001,1,12.000,12.008,36.649,3.100,0,0,12.000,12.000,0.150,0.860,1,-72.306373,-21.979648
3785914489.409000,90001,1,12.000,11.999,36.650,3.102,0,0,12.000,12.000,0.150,0.850,1,-68.234433,-21.979648
3785914519.409000,90001,1,12.000,12.002,36.648,3.102,0,0,12.000,12.000,0.150,0.880,1,-68.524633,-21.979648
3785914549.409000,90000,1,12.000,11.999,36.649,3.101,0,0,12.000,12.000,0.150,0.890,1,-68.838593,-21.979648
3785914579.409000,90000,1,12.000,12.001,36.648,3.101,0,0,12.000,12.000,0.150,0.890,1,-69.140069,-21.979648
3785914609.409000,90000,1,12.000,11.999,36.649,3.101,0,0,12.000,12.000,0.150,0.890,1,-69.608256,-21.979648
3785914639.409000,90000,1,12.000,12.003,36.650,3.101,0,0,12.000,12.000,0.150,0.890,1,-70.080739,-21.979648
3785914669.409000,90000,1,12.000,12.002,36.652,3.101,0,0,12.000,12.000,0.150,0.890,1,-70.650537,-21.979648
3785914699.409000,90000,1,12.000,12.000,36.653,3.102,0,0,12.000,12.000,0.150,0.890,1,-70.996308,-21.979648
3785914729.409000,90000,1,12.000,12.002,36.655,3.101,0,0,12.000,12.000,0.150,0.890,1,-71.511206,-21.979648
3785914759.409000,90000,1,12.000,12.003,36.656,3.102,0,0,12.000,12.000,0.150,0.890,1,-71.901676,-21.979648
3785914789.409000,90000,1,12.000,12.000,36.659,3.101,0,0,12.000,12.000,0.150,0.850,1,-69.976443,-21.979648
3785914819.409000,90000,1,12.000,12.000,36.658,3.102,0,0,12.000,12.000,0.150,0.880,1,-70.182752,-21.979648
3785914849.409000,90000,1,12.000,12.000,36.658,3.103,0,0,12.000,12.000,0.150,0.890,1,-70.664362,-21.979648
3785914879.409000,90000,1,12.000,11.998,36.660,3.102,0,0,12.000,12.000,0.150,0.900,1,-70.903556,-21.979648
3785914909.409000,90000,1,12.000,12.002,36.663,3.102,0,0,12.000,12.000,0.150,0.830,1,-68.696982,-21.979648
3785914939.409000,90000,1,12.000,11.999,36.665,3.101,0,0,12.000,12.000,0.150,0.890,1,-68.964230,-21.979648
3785914969.409000,90000,1,12.000,12.001,36.666,3.102,0,0,12.000,12.000,0.150,0.890,1,-69.291075,-21.979648
3785914999.409000,90000,1,12.000,12.000,36.669,3.102,0,0,12.000,12.000,0.150,0.890,1,-69.625437,-21.979648
3785915029.409000,90000,1,12.000,11.999,36.670,3.102,0,0,12.000,12.000,0.150,0.890,1,-69.917115,-21.979648
3785915059.409000,90000,1,12.000,11.996,36.672,3.103,0,0,12.000,12.000,0.150,0.870,1,-68.485036,-21.979648
3785915089.409000,90000,1,12.000,11.997,36.672,3.103,0,0,12.000,12.000,0.150,0.890,1,-68.803425,-21.979648
3785915119.409000,90000,1,12.000,12.000,36.674,3.101,0,0,12.000,12.000,0.150,0.890,1,-68.699533,-21.979648
3785915149.409000,90000,1,12.000,12.006,36.674,3.102,0,0,12.000,12.000,0.150,0.860,1,-67.360877,-21.979648
3785915179.409000,90000,1,12.000,12.009,36.675,3.101,0,0,12.000,12.000,0.150,0.850,1,-65.565309,-21.979648
3785915209.409000,90000,1,12.000,12.001,36.675,3.100,0,0,12.000,12.000,0.150,0.890,1,-65.878597,-21.979648
3785915239.409000,90000,1,12.000,11.999,36.679,3.100,0,0,12.000,12.000,0.150,0.850,1,-62.116589,-21.979648
3785915269.409000,90000,1,12.000,12.000,36.679,3.100,0,0,12.000,12.000,0.150,0.880,1,-62.305984,-21.979648
3785915299.409000,90000,1,12.000,12.000,36.680,3.102,0,0,12.000,12.000,0.150,0.890,1,-62.587326,-21.979648
3785915329.409000,90000,1,12.000,11.999,36.680,3.101,0,0,12.000,12.000,0.150,0.890,1,-63.050816,-21.979648
3785915359.409000,90000,1,12.000,11.998,36.681,3.101,0,0,12.000,12.000,0.150,0.890,1,-63.466520,-21.979648
3785915389.409000,90000,1,12.000,11.997,36.681,3.101,0,0,12.000,12.000,0.150,0.890,1,-63.844237,-21.979648
